,id,product_uid,search_term,relevance,relevance_int,bm25
26849,82352,124247,outdoor dine,3.0,12,0.0
26850,82359,124249,2x2 tile,3.0,12,0.0071442893425412496
26851,82364,124251,refriger,2.33,8,0.0
26852,82368,124253,grind stone,2.67,10,0.0
26853,82372,124257,1/2hp garag door,2.67,10,0.0
26854,82373,124257,16 by 12 garag door,2.33,8,0.0
26855,82384,124258,cobbleston,1.67,4,0.013870709579903044
26856,82385,124258,tilebath wall small,1.33,2,0.005200698520260965
26857,82386,124259,5 inch half round gutter,2.67,10,0.0
26858,82387,124260,bag for sand,2.33,8,0.007589680885722614
26859,82393,124262,3 paint bbrush,2.0,6,0.0048291022723762215
26860,82400,124264,kohler shower ddoor for tub in nickel,2.33,8,0.006183569642075655
26861,82402,124265,bathroom wall panel 54 in,2.33,8,0.0
26862,82405,124265,brick wall panl,2.67,10,0.0
26863,82413,124266,30 inch white vaniti,2.67,10,0.0055391152119225575
26864,82414,124267,led solar light,2.67,10,0.0
26865,82420,124270,lenox diamond blade,2.33,8,0.0
26866,82423,124271,milwauke angl drill,3.0,12,0.0
26867,82424,124271,milwauke right angl,2.67,10,0.0
26868,82425,124271,milwauke stone hole drill,2.67,10,0.0
26869,82426,124272,bath sink and vessel,2.67,10,0.0
26870,82428,124273,12 ft extens cord,2.67,10,0.0
26871,82435,124275,4ft flouresc bulb t8,3.0,12,0.0
26872,82438,124277,hampton bay cabinet medium oak,3.0,12,0.013430119405199501
26873,82440,124277,oak base cabinet,3.0,12,0.008002210975036193
26874,82441,124278,30 undermount sink,3.0,12,0.01436295392871674
26875,82442,124278,krass 30 inch kitchen sink,2.0,6,0.0055391152119225575
26876,82446,124281,martha stewart curt an,2.33,8,0.020946830929927378
26877,82447,124282,164416 terra cotta exp,2.33,8,0.0
26878,82452,124285,imc,3.0,12,0.0
26879,82461,124290,garag door 8x7,2.33,8,0.0
26880,82466,124292,staircas,2.67,10,0.0
26881,82467,124292,staircas rail,3.0,12,0.006418880347794304
26882,82472,124293,outdoor heater,3.0,12,0.0
26883,82473,124293,outsid heater,2.67,10,0.0
26884,82474,124293,portabl carport,1.0,0,0.007261612272300386
26885,82476,124295,airblown halloween,2.67,10,0.0139438961579298
26886,82478,124296,fan light switch,2.0,6,0.006332813219929443
26887,82486,124297,carpot canopi 10x20,3.0,12,0.009484171076312695
26888,82487,124297,king canopi,2.33,8,0.019355101453387362
26889,82489,124298,holiday light,2.33,8,0.0
26890,82490,124298,solar light christma,2.67,10,0.0
26891,82494,124300,bath sink faucet,3.0,12,0.007052699619284806
26892,82496,124300,bathroom sink - 6 inch centerset,1.33,2,0.016454195930829547
26893,82497,124300,brush metal bathroom mirror,2.67,10,0.0
26894,82499,124300,glacier bay bathroom vaniti,2.33,8,0.0
26895,82501,124301,ledger stone,2.67,10,0.0
26896,82502,124301,stack stone tile,2.33,8,0.008393877304593378
26897,82503,124302,radon detector,3.0,12,0.0
26898,82504,124302,radon kit,2.67,10,0.0
26899,82506,124302,zep liquid air fresher,1.33,2,0.005010812936490573
26900,82515,124306,deckpaint,1.0,0,0.0
26901,82516,124306,estor deck & concret clean,1.33,2,0.0036890024878656245
26902,82520,124307,black gas rang,3.0,12,0.0
26903,82522,124307,gas rang stove,1.67,4,0.0
26904,82523,124308,1 1/4 inch pvc drain fit,1.67,4,0.0
26905,82530,124311,door knob set f40 acc 716,2.33,8,0.005403478843531992
26906,82531,124311,door knob interior schlage 043156889930,2.33,8,0.005403478843531992
26907,82532,124311,interior door hardwar by schlage,2.0,6,0.005403478843531992
26908,82541,124314,1x6 pine,3.0,12,0.0
26909,82543,124314,select pine prime,2.33,8,0.004992499436565671
26910,82546,124316,3/8 impact,3.0,12,0.00629608724099534
26911,82552,124319,4 ft. x 8 ft. plywood,2.33,8,0.013132446266004292
26912,82557,124321,filter media,2.33,8,0.016098322711942822
26913,82558,124321,media filter,2.67,10,0.016098322711942822
26914,82559,124322,thermostat lock box,3.0,12,0.005362997824263233
26915,82561,124323,microwav convect oven,3.0,12,0.0
26916,82562,124323,rewir built in oven,2.0,6,0.0
26917,82569,124327,galvan bolt,2.0,6,0.00698210738448436
26918,82570,124328,motion led,2.33,8,0.0
26919,82573,124328,wall mount outsid motion dector,2.0,6,0.0
26920,82575,124330,cassidi,3.0,12,0.0
26921,82576,124330,linwood 8 in. chrome,1.67,4,0.0
26922,82577,124331,0.375x48 wood dowel,2.33,8,0.0
26923,82583,124333,1/2 router bit,3.0,12,0.005433969098952909
26924,82584,124333,router bit for pictur frame,2.0,6,0.0
26925,82591,124338,36 inch singl bowl stainless sink,2.67,10,0.0
26926,82592,124339,"bathroom fixtures, shower",3.0,12,0.0
26927,82603,124342,ceadar,2.0,6,0.0
26928,82605,124342,wringer,2.0,6,0.01469302175908785
26929,82607,124344,48 stair tread vinyl,2.33,8,0.0
26930,82614,124347,closet door slide larg,2.67,10,0.0
26931,82615,124347,doorsmooch childproof slide pocket door,2.0,6,0.0
26932,82621,124348,44 in x 65-1/2 pivot shower door,1.67,4,0.004463425407514731
26933,82626,124349,amana refriger,2.33,8,0.0
26934,82629,124350,sticker,3.0,12,0.011236687755261132
26935,82630,124351,restor 4x,3.0,12,0.0
26936,82631,124351,rust-oleum five gallon paint,3.0,12,0.014497759175210637
26937,82633,124352,metal arm dish towel,2.33,8,0.008830121429390431
26938,82634,124352,shower door for over tub,2.33,8,0.004181462857314118
26939,82635,124352,split ring,2.0,6,0.0074788304199375445
26940,82636,124352,top bar shower door,2.0,6,0.006647413138330155
26941,82642,124355,propan refriger,1.33,2,0.0
26942,82643,124355,propan stove,2.67,10,0.0
26943,82644,124356,light can,2.33,8,0.0021816592510613057
26944,82646,124357,34x76 entri door mobil home,1.33,2,0.0
26945,82647,124357,mobil home anchor,1.0,0,0.0
26946,82653,124359,sewer pipe hoider,2.0,6,0.0
26947,82654,124359,sewer stand pipe,2.67,10,0.0
26948,82664,124366,6x8 area rug polyurethan,2.67,10,0.0
26949,82671,124366,foss rug,3.0,12,0.015437698835844647
26950,82673,124366,indoor * outdoor rug 21 x 15,2.0,6,0.0
26951,82677,124366,outdooor carpet,2.67,10,0.007787942775015526
26952,82680,124366,outdoor rug 9 x 9,2.67,10,0.0
26953,82682,124366,remnant carpet,2.0,6,0.007787942775015526
26954,82683,124366,unit brand kitchen curtain,1.33,2,0.0
26955,82689,124368,drywal ridgid,3.0,12,0.0
26956,82690,124368,drywal screwdriv,3.0,12,0.0
26957,82698,124372,malibu stake,3.0,12,0.0
26958,82703,124376,boscj bit,2.33,8,0.0
26959,82704,124377,orang rug,3.0,12,0.008944199759050217
26960,82705,124378,util belt,2.67,10,0.0060563958976978
26961,82708,124380,light clamp,3.0,12,0.008156914338499067
26962,82717,124383,weathertech,2.33,8,0.0
26963,82719,124385,espresso mirror,2.33,8,0.008201201350117879
26964,82723,124387,fertil granul trigal,2.0,6,0.022633614028964386
26965,82732,124387,winter,3.0,12,0.0
26966,82736,124390,bathroom mirror,2.67,10,0.0
26967,82741,124391,1 1/2 inch a,2.0,6,0.0
26968,82745,124393,yardman leaf vac,2.33,8,0.009433147795534917
26969,82746,124394,black bench,3.0,12,0.0
26970,82748,124395,minwax honey,3.0,12,0.011838339802259252
26971,82760,124398,59 vaniti,2.67,10,0.009969649155151715
26972,82762,124400,deglaz window tool,2.33,8,0.0
26973,82769,124402,led flash light,3.0,12,0.0
26974,82772,124404,14heightx24withx15depth air condition,1.67,4,0.00971147074893866
26975,82774,124404,air condition vbration,2.0,6,0.00971147074893866
26976,82776,124404,applianc 14/3,2.0,6,0.013434634160322702
26977,82777,124404,applianc power cord,3.0,12,0.004582559028234623
26978,82778,124404,replac cord,3.0,12,0.005023874655672715
26979,82779,124404,stand alon air condition,2.0,6,0.00971147074893866
26980,82780,124405,480 v air compressro,2.0,6,0.0
26981,82781,124406,danbi mini refriger,2.67,10,0.008291298343134097
26982,82786,124410,vessel vaniti top,2.0,6,0.0
26983,82791,124412,leviton switch ltb30,1.67,4,0.006332813219929443
26984,82794,124413,under deck ceil,1.67,4,0.0
26985,82802,124418,sun glass,1.33,2,0.0
26986,82803,124419,32 in outsw exterior,3.0,12,0.01115509680932714
26987,82804,124420,bathroom cabinet without fermaldehyd,2.67,10,0.005288488498691428
26988,82811,124422,plank floor allur,2.33,8,0.0
26989,82813,124424,10 in w 30 in l inetrior vent,2.33,8,0.0
26990,82816,124425,hang shelv,3.0,12,0.0
26991,82817,124426,ceram mosaic tile,3.0,12,0.0
26992,82819,124427,fish wall magnet,1.33,2,0.0043423079697916395
26993,82823,124427,wall tool holder cloth,2.67,10,0.0043423079697916395
26994,82824,124428,outdoor tv cover,3.0,12,0.004316452383664796
26995,82831,124431,wood slab,2.33,8,0.0
26996,82833,124433,granit sealer,1.33,2,0.009695282454064025
26997,82840,124437,0.5 drip tube,2.0,6,0.0
26998,82842,124437,1/4 drip tube valv,2.0,6,0.0
26999,82845,124439,cordless tool kit,2.67,10,0.0
27000,82847,124441,4 pin,1.33,2,0.0
27001,82851,124442,30 electr rang with convect oven,3.0,12,0.0055391152119225575
27002,82854,124442,downdraft stove,3.0,12,0.01525866347089112
27003,82855,124442,electr rang slide in,2.67,10,0.006247685286547832
27004,82858,124444,48 x 96,3.0,12,0.0
27005,82859,124444,4835-38 lamin sheet,2.33,8,0.0
27006,82862,124445,grand cayman,2.67,10,0.0
27007,82865,124447,persiana 3 por 6,1.0,0,0.0
27008,82866,124447,ridgid auger,2.33,8,0.011195376320932156
27009,82873,124450,anim b gone,2.67,10,0.0
27010,82874,124450,anim deter,2.33,8,0.009876926778187484
27011,82878,124451,window screen repair kit,2.33,8,0.0
27012,82879,124451,window screen,2.67,10,0.0
27013,82881,124452,bathroom vaniti cabinet with led light,2.0,6,0.012704209350597025
27014,82883,124453,clip-on oscil fan,2.0,6,0.0
27015,82889,124454,graco,3.0,12,0.013490154077775408
27016,82892,124456,rustic tile,2.0,6,0.00774373567286376
27017,82896,124459,lamin board,2.0,6,0.0
27018,82899,124461,foam floor tile,3.0,12,0.0
27019,82902,124461,interlock mat,2.0,6,0.0
27020,82903,124461,interlock rubbber floor mat,3.0,12,0.0
27021,82907,124462,weathertech,3.0,12,0.0
27022,82910,124464,40inch round patio tabl,2.33,8,0.01302417094816216
27023,82913,124464,gaf deck armor,2.0,6,0.0
27024,82916,124464,patio tabl chair,1.67,4,0.015844031711952672
27025,82919,124465,foam strip,3.0,12,0.0
27026,82923,124466,air spray,2.67,10,0.0
27027,82924,124466,paint gun 4cfm,2.33,8,0.0
27028,82925,124466,psint gun,2.67,10,0.0
27029,82937,124470,1/2 pvc cross,3.0,12,0.0
27030,82939,124471,gutter screw,2.67,10,0.0
27031,82942,124473,app,2.33,8,0.010609115247239518
27032,82945,124475,10x10 shed,3.0,12,0.0
27033,82946,124475,car canopi,2.67,10,0.0
27034,82949,124476,full rang tv wall mount,2.67,10,0.005076785315356993
27035,82956,124478,dewalt hand toolsg saw cordless,2.33,8,0.0
27036,82957,124478,saw zall batteri model 2621-20,2.0,6,0.0
27037,82961,124481,plumb wrench,3.0,12,0.0
27038,82967,124484,futon,2.0,6,0.0
27039,82974,124487,downdraft stove,3.0,12,0.01525866347089112
27040,82976,124487,slide in gas oven,2.67,10,0.0
27041,82979,124488,pcck602l2 porter cabl,1.33,2,0.0
27042,82983,124489,4 in pvs end cap,2.0,6,0.005683877750199203
27043,82987,124490,corrug tin,1.0,0,0.0
27044,82989,124490,metal panel,1.67,4,0.00981949045526824
27045,82994,124493,wine,2.67,10,0.0
27046,82995,124494,32 tv now,1.67,4,0.0
27047,82996,124495,lg stove,3.0,12,0.0
27048,82998,124496,shower faucet with valv,2.33,8,0.006153642331965901
27049,83001,124497,garag lockabl bike rack,2.33,8,0.006977033945177574
27050,83003,124499,anchor screw,3.0,12,0.0
27051,83004,124499,e-z ancor,2.0,6,0.0
27052,83007,124500,cub cadet 22 hors,2.67,10,0.0
27053,83010,124500,cub cadet mower tire,2.67,10,0.0
27054,83013,124500,tractor steer knob,2.0,6,0.0
27055,83015,124500,zeroturn,2.67,10,0.0
27056,83018,124502,7 inch roller paint,3.0,12,0.01077324087108884
27057,83021,124504,air filter 16x25x1,2.67,10,0.0
27058,83026,124507,rescu fli trap,2.33,8,0.0
27059,83032,124508,storm door black,3.0,12,0.0
27060,83034,124509,kitchen cabinet hing,3.0,12,0.0
27061,83036,124511,black electr rang,2.67,10,0.004788890328574057
27062,83037,124511,whirlpool electr rang 30 drop-in model rs675pxgb8,2.33,8,0.009727822721963068
27063,83041,124513,ac replac pullout handl,1.67,4,0.0
27064,83043,124513,shower handl shutoff,2.33,8,0.0
27065,83047,124514,plastic gate,1.67,4,0.005253494922360053
27066,83049,124515,8 light,3.0,12,0.004038575530737812
27067,83052,124517,20 volt cordless saw,3.0,12,0.013535701981091537
27068,83056,124517,dewalt circular,3.0,12,0.009103749554578554
27069,83060,124518,rigid bodi,2.33,8,0.0
27070,83062,124519,1/2 s.s. line,1.67,4,0.004646063820285083
27071,83065,124520,kitchen cabinet drawer center-mount hardwar,2.0,6,0.010163190932328217
27072,83066,124520,kitchen cabint hardwar blue knob,2.0,6,0.017601304831934516
27073,83067,124520,martha stewart cabinet,2.33,8,0.0
27074,83069,124521,10/4 sj cabl,2.33,8,0.02286269534526417
27075,83074,124523,ceil plate,3.0,12,0.0
27076,83077,124525,defiant timer,2.67,10,0.020569784075365964
27077,83080,124525,led programm light switch,1.67,4,0.006332813219929443
27078,83083,124525,timer light,3.0,12,0.008904177049971138
27079,83084,124525,week digit timer,2.0,6,0.008904177049971138
27080,83097,124530,area rug runner,2.0,6,0.009738816620631943
27081,83098,124531,26 door,2.33,8,0.0
27082,83099,124532,traffic master hickori,3.0,12,0.007726062370520548
27083,83104,124533,ryobi raido,2.0,6,0.0
27084,83105,124533,trip light power,1.67,4,0.0
27085,83108,124534,kilz 2,3.0,12,0.0
27086,83112,124534,shellac-bas stain blocker primer,2.0,6,0.00701287965710456
27087,83116,124536,wasp and hornet spret,3.0,12,0.0
27088,83117,124537,old work box,2.67,10,0.010973649181621203
27089,83118,124537,old work box,3.0,12,0.010973649181621203
27090,83120,124538,3 x3 marl tile,2.0,6,0.0
27091,83127,124541,22x28 furnac filter,2.0,6,0.010209245108754152
27092,83132,124541,furnac air filter,2.33,8,0.010209245108754152
27093,83133,124541,furnac filter 28 x 25,2.33,8,0.010209245108754152
27094,83136,124541,rheem air condit,2.0,6,0.0
27095,83137,124542,thermoplast,2.67,10,0.009152924556106903
27096,83141,124543,glacier bay bathroom vaniti,3.0,12,0.0
27097,83144,124543,vaniti 30 inch,2.33,8,0.0
27098,83147,124545,14-2 strand w/ground,2.0,6,0.02389232337303194
27099,83149,124546,swanston shower wall,3.0,12,0.0
27100,83151,124547,kitchen aid wall oven,3.0,12,0.0
27101,83155,124548,shop vac part,3.0,12,0.0
27102,83156,124548,shopac,2.33,8,0.0
27103,83158,124548,stanley wet and dri vac,1.67,4,0.005028677680723331
27104,83159,124548,vacuum bag,3.0,12,0.0
27105,83162,124549,30x80 interior door luana flush,2.67,10,0.004763865804203385
27106,83163,124549,oak interior door,2.67,10,0.004763865804203385
27107,83166,124551,rg-59 coax cabl connector,2.33,8,0.0
27108,83167,124552,delta seri 400,2.67,10,0.006012070243534084
27109,83168,124552,electr heater stove,3.0,12,0.00888452997693075
27110,83170,124552,stove heater,3.0,12,0.00888452997693075
27111,83172,124554,peak,2.0,6,0.0
27112,83173,124555,clothespin,3.0,12,0.0
27113,83179,124559,gas log for fireplac - no vent,2.33,8,0.009446904489920933
27114,83188,124560,wall mountread light,2.67,10,0.0
27115,83190,124561,dewalt screw gun,2.67,10,0.014235223927379591
27116,83191,124562,artifici,1.67,4,0.009446904489920933
27117,83194,124564,atrium lever lock,2.67,10,0.0067466426853556
27118,83195,124564,lever door lock,3.0,12,0.0067466426853556
27119,83196,124565,util mat,3.0,12,0.0
27120,83197,124566,hvlp spray gun .110 tip,2.0,6,0.01995382315877927
27121,83198,124566,power dprayer,2.67,10,0.0
27122,83199,124566,psint gun,2.33,8,0.0
27123,83202,124567,metal t pipe,2.0,6,0.010209245108754152
27124,83205,124567,type of hibiscus plant,3.0,12,0.005313222127891634
27125,83206,124568,kid chair,2.33,8,0.0
27126,83207,124569,arrow head back plumb,1.67,4,0.0
27127,83208,124570,candl cover,2.33,8,0.0
27128,83209,124571,18inch bathroom vaniti,2.0,6,0.0
27129,83210,124571,bathro sink,2.0,6,0.0
27130,83211,124571,black vaniti top,3.0,12,0.004788890328574057
27131,83216,124571,temper glass wndow,3.0,12,0.006857833880679174
27132,83217,124571,top mount bathroom sink,2.33,8,0.0
27133,83220,124572,mataeial need for paver patio,2.0,6,0.0021969423073833496
27134,83223,124573,shower soap dispens,2.67,10,0.02138167520224658
27135,83225,124574,sand for pool filter,3.0,12,0.0
27136,83229,124576,scott turf builder,2.67,10,0.0
27137,83235,124577,tankl water heater gas outdoor,2.67,10,0.004316452383664796
27138,83236,124577,tankless gas water heater,3.0,12,0.0
27139,83239,124578,rigid air compressor,3.0,12,0.0
27140,83245,124582,glass bell jar light,2.0,6,0.013891649017037749
27141,83246,124582,light fixtur for bathroom,3.0,12,0.011940306355130442
27142,83247,124582,vaniti glass top,1.33,2,0.008665633819859212
27143,83249,124583,bbq grill burner,2.67,10,0.009465430529582507
27144,83250,124583,birkmann 5 burner,3.0,12,0.009465430529582507
27145,83252,124583,brinkman bc-46 model grill,2.33,8,0.0
27146,83253,124583,brinkman grill,3.0,12,0.0
27147,83254,124583,brinkman grill burner,2.67,10,0.009465430529582507
27148,83259,124583,grills-ga,2.67,10,0.0
27149,83261,124583,np gas grill,2.33,8,0.0
27150,83263,124584,mr coffe,3.0,12,0.0
27151,83267,124586,floor threshold,2.33,8,0.0
27152,83268,124586,shower fllor,3.0,12,0.0
27153,83272,124588,ypermethrin,1.67,4,0.0
27154,83274,124590,3/8 wood plank,1.75,5,0.00629608724099534
27155,83279,124591,rain head combo shower,2.33,8,0.0
27156,83285,124593,snow blower clog,2.0,6,0.0
27157,83288,124593,toro power clear,3.0,12,0.0
27158,83289,124593,toro snow blower gas,3.0,12,0.0
27159,83297,124596,dummi camera,3.0,12,0.0
27160,83298,124597,electr fireplac media console.,2.33,8,0.0
27161,83299,124597,electr fireplac tv stand,2.67,10,0.0
27162,83302,124597,fireplac media,3.0,12,0.0
27163,83303,124597,fireplac tv stand,2.33,8,0.0
27164,83304,124597,media fireplac,2.67,10,0.0
27165,83305,124598,cabinet door 36in x 43 in,2.0,6,0.0
27166,83308,124598,wood cut,2.33,8,0.0
27167,83314,124600,slide bolt,2.67,10,0.012710577423268608
27168,83316,124601,nicad batteri,3.0,12,0.0
27169,83318,124603,rollup shade,3.0,12,0.014101075336136805
27170,83319,124604,concret,2.33,8,0.0
27171,83326,124608,pvc end cap,2.67,10,0.006891161064722221
27172,83330,124611,kwikset halifax door leaver,3.0,12,0.0
27173,83333,124613,36 shower door,2.33,8,0.0
27174,83335,124614,gas power pressur,1.0,0,0.0
27175,83338,124614,pressur washer attach,1.67,4,0.0
27176,83339,124614,pressur washer cleaner,3.0,12,0.00767415960423074
27177,83340,124614,turbo nozzl,1.0,0,0.008677050667169292
27178,83343,124615,type of hibiscus plant,1.67,4,0.0016842063131799361
27179,83344,124616,rug blue,2.33,8,0.006737850908232049
27180,83349,124618,5 ft chain link fenc,1.67,4,0.0
27181,83350,124619,cup holder,3.0,12,0.0
27182,83355,124621,repair patch,3.0,12,0.0
27183,83362,124622,behr ultra pure white5g,3.0,12,0.008293559318706714
27184,83365,124622,white inyrtior paint,2.67,10,0.0038980981276392616
27185,83368,124624,grabber,3.0,12,0.014816906791337863
27186,83370,124625,conduit clip,2.67,10,0.0
27187,83372,124626,petscreen,3.0,12,0.0
27188,83378,124629,carpet tile commerci grade,3.0,12,0.0
27189,83381,124629,gray wolf carpet,2.67,10,0.0
27190,83391,124632,patio deck,2.0,6,0.0
27191,83392,124633,rubbermaid cooler,1.33,2,0.010696517579765577
27192,83396,124635,pvc pipe 3,2.67,10,0.0
27193,83402,124638,1 inch copper pipe,2.0,6,0.010765165912863615
27194,83406,124638,plastic tube 1' 100ft,3.0,12,0.012118887500890334
27195,83408,124640,bulb replac cook hood,2.0,6,0.0
27196,83409,124640,replac,2.67,10,0.0
27197,83411,124641,ada grab bar,3.0,12,0.0074207789762492996
27198,83417,124643,lawn sweeper,2.33,8,0.0
27199,83419,124644,quick,1.33,2,0.0
27200,83421,124644,quicker crete,2.33,8,0.0
27201,83424,124645,showerhead arm,3.0,12,0.00939702476810082
27202,83427,124648,12 compound miter saw,3.0,12,0.0
27203,83428,124648,miter saw slide,3.0,12,0.0
27204,83434,124649,waterproof wire connector,3.0,12,0.0
27205,83436,124650,wedg,2.67,10,0.0
27206,83447,124655,high temp wire,2.0,6,0.01477993019700473
27207,83448,124656,b&d .08 string spool,1.33,2,0.0
27208,83454,124659,tile thinset,2.0,6,0.0
27209,83456,124661,trash can lid,3.0,12,0.012318747413896417
27210,83459,124662,milwauke cordless impact,2.33,8,0.010842647366991491
27211,83466,124664,couchen,2.33,8,0.0
27212,83469,124665,shed door handl,3.0,12,0.0
27213,83473,124669,72 vaniti one hole faucet,2.33,8,0.0052622690472616624
27214,83477,124670,schlage lock set,3.0,12,0.004435893078569794
27215,83479,124671,undercabinet led,3.0,12,0.014275275615058536
27216,83480,124672,2 pole 30a thqb,3.0,12,0.0
27217,83483,124672,telemechan squar d,1.67,4,0.0
27218,83485,124673,100 watt g40 medium base light bulb,2.67,10,0.0
27219,83489,124674,hand plane,2.0,6,0.0
27220,83492,124676,wood frame mirror,2.33,8,0.0
27221,83497,124679,dremel router bit,3.0,12,0.0
27222,83498,124679,drill bit accessori,2.0,6,0.0
27223,83499,124679,drumel,2.0,6,0.0
27224,83503,124681,christma light mesh,2.33,8,0.0
27225,83504,124681,philip christma light,2.33,8,0.0
27226,83508,124683,bookend,2.67,10,0.0
27227,83509,124684,armaflex fire resist,1.67,4,0.0
27228,83513,124684,r 30 insul,3.0,12,0.0
27229,83514,124684,r-30,2.33,8,0.0
27230,83515,124684,r30 demin insul,2.33,8,0.0
27231,83517,124684,roxul insul r valu,2.33,8,0.0
27232,83518,124685,12x24x1 air filter,2.67,10,0.0
27233,83520,124687,gibraltor lock,3.0,12,0.005362997824263233
27234,83523,124688,patch plaster,2.0,6,0.0
27235,83524,124689,bronz green,2.33,8,0.0
27236,83526,124690,3578 pvc blind,2.33,8,0.006891161064722221
27237,83527,124690,decor stop door mould,1.0,0,0.0
27238,83532,124692,cord circular saw,3.0,12,0.0
27239,83533,124692,milwoki circular saw,2.67,10,0.0
27240,83534,124693,cooktop 22 gas,1.33,2,0.0
27241,83535,124693,craft an lawn mower,2.67,10,0.0
27242,83547,124694,asbesto repair kit,2.0,6,0.0
27243,83549,124695,cleanser,3.0,12,0.013490154077775408
27244,83551,124696,2 piec toilet 1.6,3.0,12,0.0
27245,83554,124698,garag stackabl storag bin,2.67,10,0.004987480779053761
27246,83558,124699,gnat,3.0,12,0.0
27247,83564,124701,peat pot liner,2.67,10,0.0
27248,83568,124703,mask,3.0,12,0.0
27249,83574,124707,snow cone,3.0,12,0.0
27250,83581,124713,nicad batteri,3.0,12,0.012772758723859749
27251,83582,124713,phone batteri,3.0,12,0.0
27252,83584,124714,natur gas grill,3.0,12,0.0
27253,83597,124720,margarita,2.0,6,0.0
27254,83599,124722,hamilton beach,3.0,12,0.0
27255,83601,124724,4 led light,2.0,6,0.004181864162281791
27256,83603,124725,72 inch vaniti top,3.0,12,0.0
27257,83606,124726,washer outlet,3.0,12,0.0
27258,83608,124727,deck behrwooden hand rail,1.67,4,0.0
27259,83609,124727,wood bure insert 200-250,1.33,2,0.0
27260,83613,124728,30x80 interior door luana flush,3.0,12,0.004763865804203385
27261,83616,124729,3 pole rang recipt,2.33,8,0.012313228566763226
27262,83619,124731,4 in 1 wood floor,2.0,6,0.0067012976169687054
27263,83620,124731,lakeshor,1.67,4,0.0
27264,83625,124731,underlay for lamin floor,2.33,8,0.005199284029051294
27265,83626,124732,booster fan,2.67,10,0.0
27266,83630,124733,3pellet stove vent pipe,2.0,6,0.0
27267,83631,124733,hearth,1.67,4,0.0
27268,83638,124733,vent kit,2.67,10,0.0
27269,83643,124735,screen door 32x80,2.33,8,0.007527646441919959
27270,83647,124738,autism speak,2.67,10,0.0
27271,83648,124739,entryway storag,2.33,8,0.0
27272,83649,124739,tree storag,1.33,2,0.0
27273,83650,124740,gas flex connect kit,2.33,8,0.0
27274,83651,124741,bbq tool and basket,2.33,8,0.0
27275,83655,124742,pull out drw,2.0,6,0.0
27276,83663,124745,yard machin 21,3.0,12,0.0141562312383036
27277,83664,124745,yard machin mower,2.67,10,0.0141562312383036
27278,83665,124746,headlight bulb,3.0,12,0.005866273289976948
27279,83667,124748,bathroom doubl sink,3.0,12,0.0
27280,83668,124748,"bathroom sinks, doubl",1.67,4,0.0
27281,83670,124748,doubl bathroom sink,2.33,8,0.0
27282,83671,124748,doubl sink vaniti top,2.67,10,0.0
27283,83673,124748,white doubl vaniti,2.33,8,0.0038980981276392616
27284,83676,124749,deck stain color,3.0,12,0.0
27285,83677,124749,exterior stain color,2.33,8,0.00514670932437605
27286,83679,124750,blind for paladian,1.67,4,0.0
27287,83680,124750,custom brush nickel mini blind,2.0,6,0.0
27288,83681,124750,faux wood shade 100 jnches,2.67,10,0.0
27289,83682,124750,wooden blind,2.33,8,0.0
27290,83683,124751,36 screen door,3.0,12,0.0
27291,83689,124751,slide door with screen,2.33,8,0.0018036950385900523
27292,83690,124752,36 ft led rope kit,2.67,10,0.0
27293,83691,124752,9' incandesc rope light,2.33,8,0.0
27294,83692,124752,led rope,3.0,12,0.0
27295,83693,124752,throw rope kit,1.33,2,0.0
27296,83697,124754,cabinet door 36in x 43 in,2.33,8,0.0
27297,83701,124754,white cabinet door,2.67,10,0.0
27298,83704,124755,parch,1.0,0,0.0
27299,83707,124755,wall repair,2.67,10,0.011383381641797224
27300,83710,124757,anderson 4000 window,2.67,10,0.0
27301,83713,124758,outdoor pump insul,2.67,10,0.0
27302,83714,124759,49 granit vaniti top,3.0,12,0.0
27303,83716,124759,black vaniti top,3.0,12,0.0
27304,83720,124762,1 3/4 hole deadbolt,1.67,4,0.0
27305,83722,124764,wet floor sign,3.0,12,0.0
27306,83726,124765,generat transfer,2.67,10,0.008302634748282573
27307,83728,124765,generat propan generic,2.67,10,0.0
27308,83729,124765,home standbi generat natur gas,2.67,10,0.0
27309,83731,124766,wwe,3.0,12,0.01613840074457632
27310,83735,124767,combin tool,2.0,6,0.0
27311,83736,124767,cordless drill combo,3.0,12,0.008703035822538948
27312,83739,124767,roybi l18v,3.0,12,0.0
27313,83741,124767,ryobi coordless 18v starter kit,2.67,10,0.009733310328940994
27314,83744,124768,cedar deck rail,3.0,12,0.0
27315,83751,124768,wooden handrail,3.0,12,0.0
27316,83755,124769,solar power light,3.0,12,0.0
27317,83756,124770,30 unfinish filler,2.67,10,0.0
27318,83759,124772,bunn coffe maker,3.0,12,0.0
27319,83760,124773,oak base board,2.33,8,0.008002210975036193
27320,83761,124774,gas snowblow trailer,2.0,6,0.0
27321,83769,124776,60 ceil fan,3.0,12,0.0
27322,83770,124777,2 cycl fuel,1.0,0,0.0036167889523654123
27323,83772,124777,oil can,2.67,10,0.0021816592510613057
27324,83773,124778,paint roll,1.33,2,0.0
27325,83781,124783,high gloss,1.67,4,0.007271272644412532
27326,83788,124785,solar deck cap,3.0,12,0.0
27327,83790,124787,smart light bulb,3.0,12,0.0
27328,83791,124788,closetmaid closet rod,3.0,12,0.0
27329,83792,124788,continent rod end cap,1.67,4,0.0
